sym,ts,cls,adverse_beyond_sl_R,mfe_after_R,R,bos,dir,entry,grade,maturity,member_det,member_event,mode,nest_depth,net,ote,outcome,phase,quad,sl,strength,sweep,target,zone_hi,zone_lo,_k,rr,riskA,hr,sl_pct,bucket
CANBK,2026-03-02 15:00:00+05:30,shaken_winner,6.93,46.2,-5.0,False,SHORT,147.8,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-6.3702,True,gap,True,early/B,147.95,0.6,False,146.525,148.4,148.1,CANBK|147.8|148.0|146.5,8.500000000001327,0.14999999999997726,15,0.10148849797021466,4-10R
CANBK,2026-04-28 09:30:00+05:30,shaken_winner,62.67,14.3,-3.6666666666666665,False,LONG,133.975,8,0.757,fvg_n,FVG_N_RETEST,eod,3,-6.0857,True,gap,True,late/B,133.9,0.6,True,134.95,135.95,135.8,CANBK|134.0|133.9|135.0,13.000000000001895,0.07499999999998863,9,0.0559805933942815,>10R
CANBK,2026-04-29 09:20:00+05:30,shaken_winner,42.0,35.0,-1.0,False,LONG,132.425,5,0.0,ob_taught,OB_RETEST,eod,2,-3.392,True,stop,False,late/B,132.35,0.7,True,132.975,132.45,132.4,CANBK|132.4|132.4|133.0,7.3333333333314386,0.07500000000001705,9,0.056635831602806906,>10R
CANBK,2026-05-05 09:20:00+05:30,shaken_winner,13.47,56.5,-3.0,False,LONG,130.225,6,0.766,ob_taught,OB_RETEST,eod,2,-5.3536,True,gap,False,late/B,130.15,0.7,True,131.75,129.85,129.7,CANBK|130.2|130.2|131.8,20.33333333333649,0.07499999999998863,9,0.05759262814358889,>10R
CANBK,2026-05-14 09:20:00+05:30,shaken_winner,10.2,25.7,-1.0,False,LONG,124.85,6,0.763,ob_taught,MIT_RETEST,eod,2,-2.1699,True,stop,True,late/B,124.7,0.7,False,126.675,125.7,125.55,CANBK|124.8|124.7|126.7,12.166666666667377,0.14999999999999147,9,0.1201441730076023,>10R
CHOLAFIN,2026-02-11 10:20:00+05:30,shaken_winner,11.91,23.6,-1.0,True,SHORT,1726.15,5,0.818,fvg_n,IFVG_RETEST,eod,0,-3.0454,True,stop,True,early/B,1727.3,0.6,True,1705.3,1727.3,1725.0,CHOLAFIN|1726.2|1727.3|1705.3,18.130434782610966,1.1499999999998636,10,0.06662225183210402,>10R
CHOLAFIN,2026-03-04 11:20:00+05:30,shaken_winner,6.33,22.0,-1.0,False,LONG,1637.6,5,0.809,fvg_n,IFVG_RETEST,eod,2,-1.9734,True,stop,False,early/B,1635.2,0.6,False,1651.95,1643.0,1634.9,CHOLAFIN|1637.6|1635.2|1652.0,5.979166666667063,2.3999999999998636,11,0.14655593551538004,4-10R
CHOLAFIN,2026-03-16 12:35:00+05:30,shaken_winner,29.84,18.0,-1.0,False,LONG,1524.05,7,0.71,fvg_n,IFVG_RETEST,eod,2,-2.1587,True,stop,True,early/B,1522.2,0.6,True,1549.45,1537.3,1531.4,CHOLAFIN|1524.0|1522.2|1549.4,13.729729729730455,1.849999999999909,12,0.1213870935992854,>10R
CHOLAFIN,2026-04-30 10:25:00+05:30,shaken_winner,8.4,13.6,-8.142857142857142,False,LONG,1535.0,7,0.833,ob_taught,BRK_RETEST,eod,3,-8.7014,True,gap,False,late/B,1530.8,0.7,True,1549.45,1544.0,1541.7,CHOLAFIN|1535.0|1530.8|1549.4,3.440476190476164,4.2000000000000455,10,0.27361563517915605,4-10R
CHOLAFIN,2026-05-20 12:50:00+05:30,shaken_winner,10.0,54.5,-2.066666666666667,False,LONG,1507.15,5,0.689,fvg_n,FVG_N_RETEST,eod,2,-4.7779,True,gap,False,late/B,1506.4,0.6,False,1537.75,1502.7,1500.8,CHOLAFIN|1507.2|1506.4|1537.8,40.799999999999876,0.75,12,0.04976279733271406,4-10R
CHOLAFIN,2026-06-08 09:20:00+05:30,shaken_winner,19.82,40.5,-1.0,False,LONG,1472.9,6,0.0,fvg_n,IFVG_RETEST,eod,2,-2.8333,True,stop,True,late/B,1471.8,0.6,True,1480.0,1474.9,1471.2,CHOLAFIN|1472.9|1471.8|1480.0,6.454545454544571,1.1000000000001364,9,0.07468259895445287,>10R
CHOLAFIN,2026-06-10 11:25:00+05:30,shaken_winner,28.05,40.3,-1.0,False,LONG,1503.05,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.1438,True,stop,True,late/B,1501.2,0.6,False,1536.25,1508.6,1503.0,CHOLAFIN|1503.0|1501.2|1536.2,17.945945945946853,1.849999999999909,11,0.12308306443564147,>10R
CHOLAFIN,2026-06-10 12:15:00+05:30,shaken_winner,8.99,13.6,-1.0,False,LONG,1503.75,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-1.4413,True,stop,True,late/B,1498.3,0.6,False,1536.25,1507.2,1503.0,CHOLAFIN|1503.8|1498.3|1536.2,5.9633027522935285,5.4500000000000455,12,0.36242726517041035,4-10R
CHOLAFIN,2026-06-10 14:00:00+05:30,shaken_winner,25.6,37.5,-4.9,False,LONG,1502.5,5,0.624,ob_taught,OB_RETEST,eod,2,-5.9637,True,gap,False,late/B,1500.5,0.7,False,1512.75,1496.3,1495.0,CHOLAFIN|1502.5|1500.5|1512.8,5.125,2.0,14,0.13311148086522462,>10R
CHOLAFIN,2026-07-23 10:20:00+05:30,shaken_winner,2.9,18.3,-1.0,False,SHORT,1727.05,6,0.0,ob_taught,OB_RETEST,eod,3,-1.6996,True,stop,False,late/B,1730.7,0.7,True,1712.15,1730.1,1730.0,CHOLAFIN|1727.0|1730.7|1712.2,4.082191780821779,3.650000000000091,10,0.21134304160273826,2-4R
CIPLA,2026-04-24 09:45:00+05:30,shaken_winner,10.64,15.0,-6.36,False,LONG,1293.75,8,0.837,fvg_n,FVG_N_RETEST,eod,3,-7.7952,True,gap,True,late/A,1292.5,0.6,True,1307.7,1286.1,1268.0,CIPLA|1293.8|1292.5|1307.7,11.160000000000036,1.25,9,0.0966183574879227,>10R
CIPLA,2026-05-13 09:20:00+05:30,shaken_winner,14.8,154.0,-1.0,False,LONG,1290.5,6,0.0,fvg_n,IFVG_RETEST,eod,3,-2.7698,True,stop,False,late/A,1289.5,0.6,True,1307.7,1286.0,1284.0,CIPLA|1290.5|1289.5|1307.7,17.200000000000045,1.0,9,0.07748934521503294,>10R
CIPLA,2026-05-13 11:50:00+05:30,shaken_winner,1.59,27.7,-1.0,False,LONG,1290.85,7,0.631,fvg_n,IFVG_RETEST,eod,3,-1.3845,True,stop,True,late/A,1285.3,0.6,False,1307.7,1320.0,1315.5,CIPLA|1290.8|1285.3|1307.7,3.0360360360360854,5.5499999999999545,11,0.42994925824069063,1-2R
CIPLA,2026-07-15 09:20:00+05:30,shaken_winner,13.41,42.6,-9.823529411764708,False,SHORT,1440.25,8,0.775,fvg_n,IFVG_RETEST,eod,3,-12.1222,True,gap,True,late/A,1441.1,0.6,True,1427.95,1452.4,1450.2,CIPLA|1440.2|1441.1|1428.0,14.470588235295612,0.849999999999909,9,0.059017531678521716,>10R
COALINDIA,2026-01-07 11:20:00+05:30,shaken_winner,1.21,9.8,-1.0,False,SHORT,430.9,6,0.717,fvg_n,IFVG_RETEST,eod,2,-1.483,True,stop,False,early/B,432.3,0.6,True,423.925,427.35,426.6,COALINDIA|430.9|432.3|423.9,4.982142857142711,1.400000000000034,11,0.3249013692272068,1-2R
COALINDIA,2026-02-18 09:45:00+05:30,shaken_winner,1.11,24.6,-1.0,False,LONG,414.45,6,0.0,fvg_n,FVG_N_RETEST,eod,2,-2.286,True,stop,True,early/B,414.0,0.6,True,424.375,421.1,420.1,COALINDIA|414.4|414.0|424.4,22.05555555555614,0.44999999999998863,9,0.1085776330075977,1-2R
COALINDIA,2026-02-25 12:30:00+05:30,shaken_winner,11.0,44.8,-8.0,False,SHORT,436.65,5,0.0,fvg_n,IFVG_RETEST,eod,2,-10.367,True,gap,False,early/B,436.9,0.6,True,427.4,439.8,438.5,COALINDIA|436.6|436.9|427.4,37.0,0.25,12,0.057254093667697244,>10R
COALINDIA,2026-05-06 09:20:00+05:30,shaken_winner,8.92,59.6,-1.0,False,SHORT,474.275,6,0.0,ob_taught,OB_RETEST,eod,3,-2.9908,True,stop,False,late/B,474.6,0.7,True,464.3,474.6,474.45,COALINDIA|474.3|474.6|464.3,30.69230769230329,0.3250000000000455,9,0.06852564440462716,4-10R
COALINDIA,2026-05-14 09:20:00+05:30,shaken_winner,5.16,9.7,-5.232558139534884,False,SHORT,461.875,8,0.768,ob_taught,OB_RETEST,eod,3,-5.8751,True,gap,True,late/B,462.95,0.7,True,454.1,469.8,469.15,COALINDIA|461.9|463.0|454.1,7.232558139534939,1.0749999999999886,9,0.23274695534505843,4-10R
COALINDIA,2026-05-18 09:20:00+05:30,shaken_winner,7.0,10.6,-1.0,False,SHORT,461.7,7,0.0,fvg_n,IFVG_RETEST,eod,3,-1.7912,True,stop,True,late/B,462.55,0.6,True,454.1,465.4,463.65,COALINDIA|461.7|462.6|454.1,8.941176470587957,0.8500000000000227,9,0.18410223088586156,4-10R
COALINDIA,2026-07-08 09:20:00+05:30,shaken_winner,0.93,23.0,-1.0,False,LONG,427.175,6,0.641,fvg_n,FVG_N_RETEST,eod,3,-2.5716,True,stop,False,late/B,426.8,0.6,False,433.125,430.6,430.1,COALINDIA|427.2|426.8|433.1,15.866666666666637,0.375,9,0.0877860361678469,<=1R
COALINDIA,2026-07-08 09:25:00+05:30,shaken_winner,15.67,45.7,-1.0,False,LONG,428.95,6,0.641,fvg_n,FVG_N_RETEST,eod,3,-4.8244,True,stop,False,late/B,428.8,0.6,False,433.125,430.6,430.1,COALINDIA|429.0|428.8|433.1,27.833333333337627,0.14999999999997726,9,0.03496911061894796,>10R
COALINDIA,2026-07-08 09:40:00+05:30,shaken_winner,3.42,7.6,-1.0,False,LONG,429.875,5,0.0,fvg_n,FVG_N_RETEST,eod,3,-1.8063,True,stop,False,late/B,429.1,0.6,False,433.125,430.6,430.1,COALINDIA|429.9|429.1|433.1,4.1935483870968975,0.7749999999999773,9,0.18028496656004123,2-4R
COALINDIA,2026-07-08 10:50:00+05:30,shaken_winner,9.33,31.2,-1.0,False,LONG,428.775,6,0.798,fvg_n,IFVG_RETEST,eod,3,-3.5753,True,stop,False,late/B,428.55,0.6,False,433.125,427.8,426.95,COALINDIA|428.8|428.6|433.1,19.333333333336366,0.2249999999999659,10,0.0524750743396807,4-10R
COALINDIA,2026-07-13 09:30:00+05:30,shaken_winner,26.75,29.8,-1.0,False,LONG,430.55,5,0.0,fvg_n,IFVG_RETEST,eod,2,-3.8988,True,stop,False,late/B,430.35,0.6,True,433.125,428.1,427.4,COALINDIA|430.6|430.4|433.1,12.875000000000675,0.19999999999998863,9,0.04645221228660751,>10R
COFORGE,2026-06-18 10:10:00+05:30,shaken_winner,3.86,17.3,-1.3908045977011494,False,SHORT,1473.25,6,0.0,ob_taught,OB_RETEST,eod,2,-1.9143,True,gap,True,late/A,1477.6,0.7,True,1457.8,1479.1,1479.0,COFORGE|1473.2|1477.6|1457.8,3.551724137931119,4.349999999999909,10,0.29526556931952547,2-4R
COFORGE,2026-06-29 09:35:00+05:30,shaken_winner,1.67,24.1,-1.0,False,SHORT,1507.0,7,0.527,ob_taught,MIT_RETEST,eod,2,-1.4089,True,stop,True,late/A,1513.0,0.7,True,1486.1,1525.5,1523.0,COFORGE|1507.0|1513.0|1486.1,3.4833333333333485,6.0,9,0.39814200398142,1-2R
COLPAL,2026-02-06 09:30:00+05:30,shaken_winner,5.65,44.9,-1.0,False,LONG,2095.65,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-3.4661,True,stop,False,early/B,2094.5,0.6,True,2106.05,2100.0,2094.5,COLPAL|2095.6|2094.5|2106.0,9.043478260868929,1.150000000000091,9,0.05487557559707446,4-10R
COLPAL,2026-03-06 09:30:00+05:30,shaken_winner,21.3,31.8,-21.26086956521739,False,SHORT,2194.35,6,0.0,ob_taught,OB_RETEST,eod,3,-23.8394,True,gap,False,early/B,2195.5,0.7,True,2160.05,2228.4,2216.0,COLPAL|2194.4|2195.5|2160.0,29.82608695651914,1.150000000000091,9,0.05240731879600296,>10R
COLPAL,2026-03-06 10:45:00+05:30,shaken_winner,0.07,11.8,-1.0,False,SHORT,2209.4,6,0.0,ob_taught,OB_RETEST,eod,3,-1.5788,True,stop,False,early/B,2215.2,0.7,True,2169.3,2212.2,2208.0,COLPAL|2209.4|2215.2|2169.3,6.913793103448586,5.799999999999727,10,0.2625147098759721,<=1R
COLPAL,2026-03-10 12:50:00+05:30,shaken_winner,6.44,134.6,-1.0,False,SHORT,2197.3,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-2.6784,True,stop,False,early/B,2199.1,0.6,True,2169.3,2197.0,2192.9,COLPAL|2197.3|2199.1|2169.3,15.555555555557914,1.7999999999997272,12,0.08191871842714818,4-10R
COLPAL,2026-03-10 14:30:00+05:30,shaken_winner,9.17,168.7,-1.0,False,SHORT,2195.95,6,0.622,fvg_n,FVG_N_RETEST,eod,3,-3.063,True,gap,False,early/B,2197.4,0.6,False,2169.3,2197.0,2192.9,COLPAL|2196.0|2197.4|2169.3,18.379310344823878,1.4500000000002728,14,0.06603064732804813,4-10R
COLPAL,2026-04-24 09:30:00+05:30,shaken_winner,11.9,4.4,-1.0,False,SHORT,2152.05,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.0352,True,stop,False,late/B,2155.0,0.6,True,2142.85,2154.1,2150.0,COLPAL|2152.0|2155.0|2142.8,3.118644067796895,2.949999999999818,9,0.1370785994749108,>10R
COLPAL,2026-05-19 11:40:00+05:30,shaken_winner,17.09,54.2,-1.0,False,SHORT,2190.1,7,0.805,ob_taught,MIT_RETEST,eod,3,-3.687,True,stop,False,late/B,2191.2,0.7,True,2169.3,2185.6,2185.0,COLPAL|2190.1|2191.2|2169.3,18.909090909092225,1.099999999999909,11,0.050226017076841656,>10R
COLPAL,2026-05-21 10:20:00+05:30,shaken_winner,5.3,56.5,-1.0,False,SHORT,2187.0,7,0.799,fvg_n,FVG_N_RETEST,eod,3,-3.9437,True,stop,False,late/B,2188.0,0.6,True,2169.3,2203.8,2199.9,COLPAL|2187.0|2188.0|2169.3,17.699999999999818,1.0,10,0.04572473708276177,4-10R
CROMPTON,2026-06-04 10:35:00+05:30,shaken_winner,5.14,54.1,-2.7142857142857144,False,SHORT,273.875,6,0.0,ob_taught,OB_RETEST,eod,3,-4.8435,True,gap,False,late/B,274.05,0.7,True,270.175,273.35,272.75,CROMPTON|273.9|274.0|270.2,21.142857142855704,0.17500000000001137,10,0.06389776357827891,4-10R
DABUR,2026-01-20 10:45:00+05:30,shaken_winner,31.14,59.0,-1.0,False,LONG,512.35,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.9968,True,gap,False,early/B,512.0,0.6,True,525.8,513.75,512.9,DABUR|512.4|512.0|525.8,38.42857142856874,0.35000000000002274,10,0.06831267688104278,>10R
DABUR,2026-01-30 13:05:00+05:30,shaken_winner,44.67,34.8,-1.0,False,LONG,507.55,5,0.0,ob_taught,OB_RETEST,eod,2,-3.2953,True,stop,True,early/B,507.25,0.7,False,512.825,509.7,508.45,DABUR|507.6|507.2|512.8,17.58333333333278,0.30000000000001137,13,0.059107477095854864,>10R
DABUR,2026-02-23 09:25:00+05:30,shaken_winner,2.47,33.2,-1.2352941176470589,False,LONG,509.625,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-2.8854,True,gap,False,early/B,509.2,0.6,True,513.775,508.75,507.6,DABUR|509.6|509.2|513.8,9.764705882352626,0.42500000000001137,9,0.083394652931079,2-4R
DABUR,2026-02-26 09:20:00+05:30,shaken_winner,7.53,23.2,-1.4705882352941178,False,SHORT,521.875,5,0.0,ob_taught,BRK_RETEST,eod,2,-3.1585,True,gap,True,early/B,522.3,0.7,False,515.35,519.0,518.85,DABUR|521.9|522.3|515.4,15.352941176472177,0.4249999999999545,9,0.08143712574849428,4-10R
DLF,2026-02-11 09:55:00+05:30,shaken_winner,0.8,37.8,-1.0,False,SHORT,670.75,6,0.774,fvg_n,FVG_N_RETEST,eod,2,-1.7826,True,stop,False,early/A,672.0,0.6,True,649.75,667.3,666.0,DLF|670.8|672.0|649.8,16.8,1.25,9,0.18635855385762207,<=1R
DLF,2026-02-11 11:10:00+05:30,shaken_winner,6.93,123.9,-1.0,False,SHORT,670.025,5,0.79,fvg_n,FVG_N_RETEST,eod,2,-3.4195,True,stop,False,early/A,670.4,0.6,False,649.75,667.3,666.0,DLF|670.0|670.4|649.8,54.066666666666606,0.375,11,0.05596806089325025,4-10R
DLF,2026-06-04 10:35:00+05:30,shaken_winner,4.87,19.3,-3.4347826086956523,False,LONG,576.875,5,0.0,fvg_n,IFVG_RETEST,eod,2,-4.8285,True,gap,False,late/A,576.3,0.6,True,581.05,575.6,574.1,DLF|576.9|576.3|581.0,7.260869565216738,0.5750000000000455,10,0.09967497291441742,4-10R
DLF,2026-06-10 14:40:00+05:30,shaken_winner,70.0,63.8,-17.8,False,LONG,573.25,5,0.0,ob_taught,OB_RETEST,eod,2,-20.8825,True,gap,False,late/A,573.0,0.7,True,574.75,568.8,568.65,DLF|573.2|573.0|574.8,6.0,0.25,14,0.043610989969472304,>10R
HAVELLS,2026-02-18 09:50:00+05:30,shaken_winner,1.08,21.8,-1.0,False,SHORT,1434.85,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.0435,True,stop,True,early/A,1436.8,0.6,False,1419.55,1436.0,1434.7,HAVELLS|1434.8|1436.8|1419.6,7.84615384615364,1.9500000000000455,9,0.13590270760010076,1-2R
HAVELLS,2026-03-13 15:30:00+05:30,shaken_winner,23.71,29.7,-1.0,False,LONG,1307.6,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-2.303,True,stop,False,early/A,1306.2,0.6,True,1340.1,1312.3,1308.9,HAVELLS|1307.6|1306.2|1340.1,23.214285714287975,1.3999999999998636,15,0.1070663811563065,>10R
HAVELLS,2026-03-16 11:05:00+05:30,shaken_winner,34.11,45.1,-27.105263157894736,False,LONG,1306.35,5,0.0,ob_taught,BRK_RETEST,eod,2,-28.9858,True,gap,False,early/A,1305.4,0.7,True,1340.1,1301.0,1300.1,HAVELLS|1306.4|1305.4|1340.1,35.526315789480485,0.9499999999998181,11,0.07272170551535333,>10R
TITAN,2026-03-24 09:20:00+05:30,shaken_winner,1.33,54.1,-1.0,False,LONG,3853.5,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-2.2013,True,stop,False,early/A,3849.0,0.6,True,3989.25,3884.3,3875.9,TITAN|3853.5|3849.0|3989.2,30.166666666666668,4.5,9,0.11677695601401324,1-2R
TITAN,2026-05-14 09:20:00+05:30,shaken_winner,3.47,25.5,-1.0,False,LONG,4079.2,6,0.0,fvg_n,FVG_N_RETEST,eod,2,-2.267,True,stop,True,late/A,4074.7,0.6,True,4094.0,4100.2,4090.0,TITAN|4079.2|4074.7|4094.0,3.288888888888929,4.5,9,0.11031574818591881,2-4R
TITAN,2026-06-01 09:25:00+05:30,shaken_winner,28.92,10.0,-4.292307692307692,False,LONG,4083.25,5,0.0,ob_taught,OB_RETEST,eod,2,-6.0174,True,gap,False,late/A,4080.0,0.7,True,4094.0,4066.9,4060.8,TITAN|4083.2|4080.0|4094.0,3.3076923076923075,3.25,9,0.07959346109104268,>10R
VOLTAS,2026-05-13 14:15:00+05:30,shaken_winner,18.76,16.1,-1.0,False,LONG,1266.1,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-1.8694,True,stop,False,late/A,1264.0,0.6,True,1277.45,1281.5,1274.8,VOLTAS|1266.1|1264.0|1277.4,5.4047619047622035,2.099999999999909,14,0.16586367585498057,>10R
VOLTAS,2026-05-15 09:20:00+05:30,shaken_winner,59.36,7.3,-1.0,False,LONG,1270.5,8,0.625,fvg_n,IFVG_RETEST,eod,3,-2.5924,True,stop,True,late/A,1269.4,0.6,True,1277.45,1256.8,1251.5,VOLTAS|1270.5|1269.4|1277.4,6.318181818182382,1.099999999999909,9,0.08658008658007942,>10R
VOLTAS,2026-05-21 11:50:00+05:30,shaken_winner,1.44,4.6,-1.0,False,LONG,1268.7,5,0.0,fvg_n,IFVG_RETEST,eod,3,-1.6953,True,stop,False,late/A,1266.0,0.6,False,1277.45,1274.9,1271.4,VOLTAS|1268.7|1266.0|1277.4,3.2407407407406863,2.7000000000000455,11,0.21281626862142708,1-2R
VOLTAS,2026-05-22 09:35:00+05:30,shaken_winner,7.79,15.7,-3.1052631578947367,False,LONG,1270.95,5,0.0,fvg_n,IFVG_RETEST,eod,2,-4.937,True,gap,False,late/A,1270.0,0.6,True,1277.45,1268.0,1266.0,VOLTAS|1271.0|1270.0|1277.4,6.842105263157567,0.9500000000000455,9,0.0747472363192923,4-10R
VOLTAS,2026-05-27 09:50:00+05:30,shaken_winner,21.88,18.2,-1.0,False,LONG,1269.95,6,0.0,fvg_n,IFVG_RETEST,eod,3,-2.0878,True,stop,False,late/A,1268.3,0.6,True,1277.45,1272.4,1267.7,VOLTAS|1270.0|1268.3|1277.4,4.5454545454542945,1.650000000000091,9,0.12992637505414315,>10R
VOLTAS,2026-05-29 12:20:00+05:30,shaken_winner,38.2,31.3,-13.6,False,LONG,1268.7,5,0.0,fvg_n,IFVG_RETEST,eod,2,-15.3412,True,gap,True,late/A,1267.7,0.6,False,1277.45,1254.3,1252.8,VOLTAS|1268.7|1267.7|1277.4,8.75,1.0,12,0.07882084023015686,>10R
VOLTAS,2026-05-29 12:35:00+05:30,shaken_winner,39.89,33.3,-13.842105263157896,False,LONG,1268.35,5,0.0,fvg_n,IFVG_RETEST,eod,2,-15.6703,True,gap,True,late/A,1267.4,0.6,False,1277.45,1254.3,1252.8,VOLTAS|1268.4|1267.4|1277.4,9.57894736842303,0.9499999999998181,12,0.07490046122914165,>10R
VOLTAS,2026-06-08 09:35:00+05:30,shaken_winner,27.0,35.8,-8.6,False,LONG,1294.0,7,0.574,ob_taught,OB_RETEST,eod,3,-10.3744,True,gap,False,late/A,1293.0,0.7,True,1298.0,1299.5,1297.1,VOLTAS|1294.0|1293.0|1298.0,4.0,1.0,9,0.07727975270479134,>10R
VOLTAS,2026-06-16 11:55:00+05:30,shaken_winner,14.73,41.5,-7.181818181818182,False,LONG,1336.1,5,0.725,fvg_n,IFVG_RETEST,eod,2,-8.8523,True,gap,False,late/A,1335.0,0.6,False,1344.4,1338.7,1336.1,VOLTAS|1336.1|1335.0|1344.4,7.545454545455335,1.099999999999909,11,0.08232916697851277,>10R
VOLTAS,2026-06-30 09:35:00+05:30,shaken_winner,24.15,25.9,-3.923076923076923,False,LONG,1288.35,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-6.5984,True,gap,False,late/A,1287.7,0.6,True,1292.7,1286.4,1283.7,VOLTAS|1288.4|1287.7|1292.7,6.692307692309307,0.6499999999998636,9,0.05045212869172691,>10R
VOLTAS,2026-07-07 10:05:00+05:30,shaken_winner,32.4,17.6,-6.8,False,LONG,1280.4,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-8.5566,True,gap,False,late/A,1279.4,0.6,True,1292.7,1280.2,1277.0,VOLTAS|1280.4|1279.4|1292.7,12.299999999999955,1.0,10,0.07810059356451109,>10R
