Date,open,high,low,close,volume
2002-07-01 00:00:00+05:30,8.609999656677246,8.675000190734863,8.53499984741211,8.585000038146973,2331240
2002-07-02 00:00:00+05:30,8.574999809265137,8.614999771118164,8.524999618530273,8.585000038146973,925272
2002-07-03 00:00:00+05:30,8.585000038146973,8.640000343322754,8.539999961853027,8.585000038146973,1304064
2002-07-04 00:00:00+05:30,8.65999984741211,8.664999961853027,8.539999961853027,8.5600004196167,1589202
2002-07-05 00:00:00+05:30,8.635000228881836,9.0,8.5649995803833,8.8149995803833,3139716
2002-07-08 00:00:00+05:30,9.25,9.4350004196167,9.0,9.199999809265137,3198990
2002-07-09 00:00:00+05:30,9.324999809265137,9.324999809265137,8.9350004196167,8.984999656677246,1227414
2002-07-10 00:00:00+05:30,9.114999771118164,9.335000038146973,8.8149995803833,8.90999984741211,2063592
2002-07-11 00:00:00+05:30,8.949999809265137,8.949999809265137,8.789999961853027,8.8149995803833,833010
2002-07-12 00:00:00+05:30,9.0,9.0,8.734999656677246,8.78499984741211,731904
2002-07-15 00:00:00+05:30,8.8149995803833,8.8149995803833,8.600000381469727,8.625,447222
2002-07-16 00:00:00+05:30,8.664999961853027,8.664999961853027,8.53499984741211,8.5600004196167,563910
2002-07-17 00:00:00+05:30,8.539999961853027,8.574999809265137,8.385000228881836,8.40999984741211,1429992
2002-07-18 00:00:00+05:30,8.515000343322754,8.539999961853027,8.414999961853027,8.489999771118164,647460
2002-07-19 00:00:00+05:30,8.5649995803833,8.5649995803833,8.414999961853027,8.46500015258789,600246
2002-07-22 00:00:00+05:30,8.5,8.5,8.015000343322754,8.09000015258789,1284174
2002-07-23 00:00:00+05:30,8.09000015258789,8.335000038146973,7.815000057220459,7.989999771118164,909546
2002-07-24 00:00:00+05:30,7.960000038146973,8.039999961853027,7.840000152587891,7.960000038146973,856566
2002-07-25 00:00:00+05:30,8.03499984741211,8.274999618530273,8.03499984741211,8.135000228881836,546036
2002-07-26 00:00:00+05:30,8.050000190734863,8.15999984741211,7.864999771118164,7.965000152587891,789396
2002-07-29 00:00:00+05:30,8.0600004196167,8.210000038146973,7.659999847412109,7.764999866485596,503064
2002-07-30 00:00:00+05:30,7.835000038146973,8.085000038146973,7.610000133514404,7.664999961853027,533520
2002-07-31 00:00:00+05:30,7.835000038146973,7.835000038146973,7.525000095367432,7.739999771118164,794052
2002-08-01 00:00:00+05:30,7.760000228881836,8.039999961853027,7.684999942779541,7.949999809265137,604092
2002-08-02 00:00:00+05:30,7.664999961853027,8.039999961853027,7.664999961853027,7.974999904632568,304596
2002-08-05 00:00:00+05:30,8.085000038146973,8.484999656677246,7.960000038146973,8.135000228881836,457794
2002-08-06 00:00:00+05:30,8.03499984741211,8.164999961853027,8.010000228881836,8.114999771118164,339018
2002-08-07 00:00:00+05:30,8.175000190734863,8.25,8.050000190734863,8.175000190734863,457122
2002-08-08 00:00:00+05:30,8.100000381469727,8.149999618530273,7.715000152587891,7.809999942779541,794556
2002-08-09 00:00:00+05:30,7.875,8.085000038146973,7.789999961853027,8.0600004196167,264414
2002-08-12 00:00:00+05:30,8.085000038146973,8.125,7.940000057220459,8.010000228881836,172794
2002-08-13 00:00:00+05:30,7.985000133514404,8.300000190734863,7.940000057220459,8.175000190734863,375816
2002-08-14 00:00:00+05:30,8.0,8.164999961853027,8.0,8.09000015258789,238728
2002-08-15 00:00:00+05:30,8.09000015258789,8.09000015258789,8.09000015258789,8.09000015258789,0
2002-08-16 00:00:00+05:30,8.0649995803833,8.164999961853027,8.015000343322754,8.109999656677246,256134
2002-08-19 00:00:00+05:30,8.25,8.25,8.03499984741211,8.085000038146973,155046
2002-08-20 00:00:00+05:30,8.149999618530273,8.149999618530273,8.015000343322754,8.0649995803833,215832
2002-08-21 00:00:00+05:30,8.024999618530273,8.125,8.010000228881836,8.0649995803833,253200
2002-08-22 00:00:00+05:30,8.100000381469727,8.100000381469727,8.0,8.024999618530273,204330
2002-08-23 00:00:00+05:30,8.010000228881836,8.164999961853027,7.974999904632568,8.109999656677246,225000
2002-08-26 00:00:00+05:30,8.210000038146973,8.210000038146973,8.010000228881836,8.100000381469727,240966
2002-08-27 00:00:00+05:30,8.074999809265137,8.100000381469727,7.949999809265137,7.985000133514404,481866
2002-08-28 00:00:00+05:30,8.085000038146973,8.085000038146973,7.864999771118164,7.989999771118164,241764
2002-08-29 00:00:00+05:30,7.864999771118164,8.074999809265137,7.864999771118164,8.0,168246
2002-08-30 00:00:00+05:30,8.085000038146973,8.085000038146973,7.934999942779541,7.965000152587891,128442
2002-09-02 00:00:00+05:30,8.085000038146973,8.109999656677246,7.985000133514404,8.0600004196167,325770
2002-09-03 00:00:00+05:30,8.085000038146973,8.085000038146973,7.974999904632568,8.03499984741211,174888
2002-09-04 00:00:00+05:30,7.875,8.0649995803833,7.875,8.024999618530273,97704
2002-09-05 00:00:00+05:30,8.1850004196167,8.984999656677246,8.0,8.024999618530273,192510
2002-09-06 00:00:00+05:30,8.085000038146973,8.125,7.985000133514404,7.989999771118164,459342
2002-09-09 00:00:00+05:30,8.039999961853027,8.039999961853027,7.885000228881836,7.914999961853027,141114
2002-09-10 00:00:00+05:30,7.914999961853027,7.914999961853027,7.914999961853027,7.914999961853027,0
2002-09-11 00:00:00+05:30,8.0,8.0,7.864999771118164,7.889999866485596,149490
2002-09-12 00:00:00+05:30,8.164999961853027,8.164999961853027,7.875,7.889999866485596,116004
2002-09-13 00:00:00+05:30,7.914999961853027,7.949999809265137,7.789999961853027,7.815000057220459,281646
2002-09-16 00:00:00+05:30,7.914999961853027,7.989999771118164,7.784999847412109,7.885000228881836,521232
2002-09-17 00:00:00+05:30,8.164999961853027,8.164999961853027,7.789999961853027,7.800000190734863,335394
2002-09-18 00:00:00+05:30,7.909999847412109,7.909999847412109,7.699999809265137,7.724999904632568,368346
2002-09-19 00:00:00+05:30,7.75,7.75,7.534999847412109,7.599999904632568,390168
2002-09-20 00:00:00+05:30,7.664999961853027,7.664999961853027,7.414999961853027,7.565000057220459,393702
2002-09-23 00:00:00+05:30,7.664999961853027,7.699999809265137,7.550000190734863,7.659999847412109,173502
2002-09-24 00:00:00+05:30,7.664999961853027,7.824999809265137,7.550000190734863,7.739999771118164,192036
2002-09-25 00:00:00+05:30,7.559999942779541,7.824999809265137,7.559999942779541,7.699999809265137,140124
2002-09-26 00:00:00+05:30,7.764999866485596,7.815000057220459,7.684999942779541,7.760000228881836,88536
2002-09-27 00:00:00+05:30,7.724999904632568,7.800000190734863,7.724999904632568,7.75,207378
2002-09-30 00:00:00+05:30,7.815000057220459,7.835000038146973,7.590000152587891,7.614999771118164,169770
2002-10-01 00:00:00+05:30,7.614999771118164,7.650000095367432,7.539999961853027,7.590000152587891,117984
2002-10-02 00:00:00+05:30,7.590000152587891,7.590000152587891,7.590000152587891,7.590000152587891,0
2002-10-03 00:00:00+05:30,7.585000038146973,7.75,7.574999809265137,7.684999942779541,197052
2002-10-04 00:00:00+05:30,7.784999847412109,7.784999847412109,7.625,7.699999809265137,145416
2002-10-07 00:00:00+05:30,7.664999961853027,7.739999771118164,7.585000038146973,7.590000152587891,233460
2002-10-08 00:00:00+05:30,7.590000152587891,7.739999771118164,7.525000095367432,7.550000190734863,185538
2002-10-09 00:00:00+05:30,7.510000228881836,7.610000133514404,7.510000228881836,7.559999942779541,211134
2002-10-10 00:00:00+05:30,7.514999866485596,7.585000038146973,7.5,7.525000095367432,108648
2002-10-11 00:00:00+05:30,7.514999866485596,7.599999904632568,7.5,7.525000095367432,120528
2002-10-14 00:00:00+05:30,7.800000190734863,7.800000190734863,7.514999866485596,7.534999847412109,97398
2002-10-15 00:00:00+05:30,7.534999847412109,7.534999847412109,7.534999847412109,7.534999847412109,0
2002-10-16 00:00:00+05:30,7.550000190734863,7.664999961853027,7.5,7.525000095367432,93396
2002-10-17 00:00:00+05:30,7.510000228881836,7.565000057220459,7.460000038146973,7.525000095367432,224196
