Datetime,open,high,low,close,volume
2026-05-25 09:15:00+05:30,1211.9000244140625,1213.699951171875,1210.300048828125,1210.5999755859375,0
2026-05-25 09:20:00+05:30,1210.4000244140625,1211.199951171875,1209.5,1210.0999755859375,5480
2026-05-25 09:25:00+05:30,1209.199951171875,1210.0,1209.0,1209.300048828125,4042
2026-05-25 09:30:00+05:30,1209.0,1209.5999755859375,1207.0,1207.4000244140625,6458
2026-05-25 09:35:00+05:30,1207.4000244140625,1207.4000244140625,1206.0,1206.5999755859375,3625
2026-05-25 09:40:00+05:30,1206.5999755859375,1207.4000244140625,1206.300048828125,1207.0,1818
2026-05-25 09:45:00+05:30,1206.800048828125,1211.0,1206.800048828125,1210.9000244140625,3809
2026-05-25 09:50:00+05:30,1210.9000244140625,1211.5999755859375,1209.0,1209.300048828125,1977
2026-05-25 09:55:00+05:30,1209.4000244140625,1209.5999755859375,1207.0,1207.800048828125,3078
2026-05-25 10:00:00+05:30,1207.800048828125,1208.5,1207.300048828125,1208.5,1417
2026-05-25 10:05:00+05:30,1208.5,1210.300048828125,1208.300048828125,1210.0,1899
2026-05-25 10:10:00+05:30,1210.0,1210.0,1208.5999755859375,1209.300048828125,4269
2026-05-25 10:15:00+05:30,1209.4000244140625,1210.9000244140625,1209.300048828125,1210.9000244140625,1733
2026-05-25 10:20:00+05:30,1210.9000244140625,1212.9000244140625,1210.0999755859375,1212.9000244140625,11631
2026-05-25 10:25:00+05:30,1212.9000244140625,1213.0,1212.0,1212.0,1493
2026-05-25 10:30:00+05:30,1212.5,1212.5,1210.5,1211.800048828125,3215
2026-05-25 10:35:00+05:30,1211.800048828125,1212.5,1211.5,1212.0,2359
2026-05-25 10:40:00+05:30,1212.0,1213.0,1211.699951171875,1212.5,3231
2026-05-25 10:45:00+05:30,1212.4000244140625,1212.4000244140625,1210.5999755859375,1211.199951171875,5046
2026-05-25 10:50:00+05:30,1211.300048828125,1212.0,1211.0,1211.699951171875,2435
2026-05-25 10:55:00+05:30,1211.699951171875,1212.0999755859375,1211.0,1211.0,1181
2026-05-25 11:00:00+05:30,1211.4000244140625,1211.4000244140625,1210.699951171875,1211.0999755859375,1465
2026-05-25 11:05:00+05:30,1211.0999755859375,1211.5,1210.199951171875,1211.0,833
2026-05-25 11:10:00+05:30,1211.0,1211.9000244140625,1210.0,1210.5999755859375,3698
2026-05-25 11:15:00+05:30,1210.0,1210.5999755859375,1210.0,1210.300048828125,1184
2026-05-25 11:20:00+05:30,1210.0,1211.0,1210.0,1210.4000244140625,1705
2026-05-25 11:25:00+05:30,1210.699951171875,1210.699951171875,1209.0999755859375,1209.699951171875,1744
2026-05-25 11:30:00+05:30,1209.699951171875,1210.0999755859375,1209.0,1209.9000244140625,2035
2026-05-25 11:35:00+05:30,1209.699951171875,1212.4000244140625,1209.0,1211.699951171875,24069
2026-05-25 11:40:00+05:30,1211.699951171875,1212.0,1210.300048828125,1210.800048828125,14394
2026-05-25 11:45:00+05:30,1210.800048828125,1210.800048828125,1209.4000244140625,1209.699951171875,3126
2026-05-25 11:50:00+05:30,1209.5999755859375,1209.5999755859375,1209.0,1209.5,3152
2026-05-25 11:55:00+05:30,1209.5,1209.699951171875,1209.0,1209.0999755859375,6267
2026-05-25 12:00:00+05:30,1209.0999755859375,1209.5,1208.300048828125,1208.9000244140625,9862
2026-05-25 12:05:00+05:30,1208.4000244140625,1208.800048828125,1206.5,1207.0,5690
2026-05-25 12:10:00+05:30,1206.800048828125,1207.5,1206.4000244140625,1207.0,3676
2026-05-25 12:15:00+05:30,1206.699951171875,1207.0,1206.5,1206.5999755859375,2706
2026-05-25 12:20:00+05:30,1206.5999755859375,1207.800048828125,1206.5,1206.5,4958
2026-05-25 12:25:00+05:30,1206.5,1207.699951171875,1206.199951171875,1206.199951171875,4549
2026-05-25 12:30:00+05:30,1206.699951171875,1206.800048828125,1205.300048828125,1205.800048828125,3647
